number,incident_state,category,subcategory,symptom,impact_clean,urgency_clean,priority_clean,contact_type,reassignment_count,reopen_count,made_sla,mttr_minutes,assignment_group
INC0002677,Closed,Category 9,Subcategory 164,,Medium,Medium,P3,Phone,0,0,True,40.0,Group 27
INC0002679,Closed,Category 53,Subcategory 117,,Medium,Medium,P3,Phone,2,0,False,3842.0,Group 24
INC0002681,Closed,Category 53,Subcategory 303,Symptom 387,Medium,Medium,P3,Phone,0,0,True,52.0,Group 70
INC0002682,Closed,Category 23,Subcategory 75,,Medium,Medium,P3,Phone,7,0,False,31369.0,Group 20
INC0002683,Closed,Category 34,Subcategory 294,,Medium,Medium,P3,Phone,0,0,False,4132.0,Group 28
INC0002684,Closed,Category 34,Subcategory 112,,Medium,Medium,P3,Phone,0,0,False,4186.0,Group 27
INC0002685,Closed,Category 40,Subcategory 43,,Medium,Medium,P3,Phone,4,0,False,16820.0,Group 23
INC0002687,Closed,Category 20,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,3,0,False,19252.0,Group 70
INC0002689,Closed,Category 40,Subcategory 43,Symptom 571,Medium,Medium,P3,Phone,1,0,False,6703.0,Group 70
INC0002690,Closed,Category 45,Subcategory 200,,Medium,Medium,P3,Phone,0,0,False,3875.0,Group 55
INC0002693,Closed,Category 24,Subcategory 164,Symptom 359,Medium,Medium,P3,Phone,0,0,False,19633.0,Group 27
INC0002694,Closed,Category 40,Subcategory 44,Symptom 4,Medium,Medium,P3,Phone,9,0,False,8093.0,Group 70
INC0002696,Closed,Category 42,Subcategory 31,,Medium,Medium,P3,Phone,0,0,False,3924.0,Group 39
INC0002699,Closed,Category 42,Subcategory 31,,Medium,Medium,P3,Phone,2,0,False,14253.0,Group 3
INC0002702,Closed,Category 45,Subcategory 200,,Medium,Medium,P3,Phone,3,0,False,25489.0,Group 55
INC0002703,Closed,Category 20,Subcategory 89,Symptom 387,Medium,Medium,P3,Phone,1,0,False,25484.0,Group 70
INC0002704,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,False,16362.0,Group 70
INC0002705,Closed,Category 7,Subcategory 86,,Medium,Medium,P3,Phone,2,0,False,3831.0,Group 24
INC0002706,Closed,Category 55,Subcategory 170,,Medium,Medium,P3,Phone,1,0,False,9763.0,Group 56
INC0002707,Closed,Category 26,Subcategory 275,Symptom 387,Medium,Medium,P3,Phone,5,0,False,9873.0,Group 70
INC0002708,Closed,Category 23,Subcategory 3,Symptom 6,Medium,Medium,P3,Phone,3,0,False,36934.0,Group 66
INC0002709,Closed,Category 61,Subcategory 164,,Medium,Medium,P3,Phone,2,0,False,9995.0,Group 74
INC0002710,Closed,Category 42,Subcategory 31,,Medium,Medium,P3,Phone,0,0,True,10.0,Group 70
INC0002711,Closed,Category 34,Subcategory 154,,Medium,Medium,P3,Phone,12,0,False,28653.0,Group 70
INC0002713,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,1,0,False,3806.0,Group 66
INC0002714,Closed,Category 23,Subcategory 3,Symptom 470,Medium,Medium,P3,Phone,0,0,True,35.0,Group 70
INC0002715,Closed,Category 55,Subcategory 305,,Medium,Medium,P3,Phone,6,0,False,158052.0,Group 33
INC0002716,Closed,Category 53,Subcategory 303,,Medium,Medium,P3,Phone,3,0,False,20163.0,Group 23
INC0002717,Closed,Category 26,Subcategory 164,Symptom 387,Medium,Medium,P3,Phone,0,0,False,5340.0,Group 27
INC0002718,Closed,Category 42,Subcategory 224,Symptom 387,Medium,Medium,P3,Phone,2,0,False,18598.0,Group 24
INC0002720,Closed,Category 45,Subcategory 150,,Low,Low,P4,Phone,0,0,False,24241.0,Group 10
INC0002721,Closed,Category 46,Subcategory 259,Symptom 272,Medium,Medium,P3,Phone,4,0,False,34345.0,Group 6
INC0002723,Closed,Category 45,Subcategory 223,Symptom 571,Medium,Medium,P3,Phone,2,0,True,650.0,Group 70
INC0002725,Closed,Category 45,Subcategory 107,,Medium,Medium,P3,Phone,2,0,False,24334.0,Group 22
INC0002726,Closed,Category 45,Subcategory 88,Symptom 318,Low,Medium,P4,Phone,0,0,True,5791.0,Group 31
INC0002727,Closed,Category 23,Subcategory 75,Symptom 6,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0002731,Closed,Category 53,Subcategory 219,,Medium,Medium,P3,Phone,1,0,True,47.0,Group 31
INC0002732,Closed,Category 53,Subcategory 219,Symptom 4,Medium,Medium,P3,Phone,0,0,False,6753.0,Group 31
INC0002733,Closed,Category 53,Subcategory 219,Symptom 4,High,Medium,P2,Phone,5,0,False,5590.0,Group 31
INC0002735,Closed,Category 20,Subcategory 125,Symptom 116,Medium,Medium,P3,Phone,0,0,True,21.0,Group 70
INC0002736,Closed,Category 53,Subcategory 117,Symptom 387,Medium,Medium,P3,Phone,0,0,False,6999.0,Group 25
INC0002740,Closed,Category 53,Subcategory 219,Symptom 4,Medium,High,P2,Phone,0,0,False,6710.0,Group 31
INC0002742,Closed,Category 20,Subcategory 125,,Medium,Medium,P3,Phone,2,0,False,5653.0,Group 70
INC0002743,Closed,Category 51,Subcategory 6,,Medium,Medium,P3,Phone,0,0,False,4281.0,Group 70
INC0002744,Closed,Category 53,Subcategory 117,,Medium,Medium,P3,Phone,1,0,False,3691.0,Group 24
INC0002747,Closed,Category 55,Subcategory 170,,Medium,Medium,P3,Phone,0,0,True,322.0,Group 70
INC0002748,Closed,Category 37,Subcategory 135,,Medium,Medium,P3,Phone,1,0,False,6648.0,Group 28
INC0002749,Closed,Category 51,Subcategory 6,,Medium,Medium,P3,Phone,2,0,False,36841.0,Group 57
INC0002753,Closed,Category 23,Subcategory 75,,Medium,Medium,P3,Phone,0,0,False,17598.0,Group 70
INC0002755,Closed,Category 51,Subcategory 6,,Medium,Medium,P3,Phone,0,0,True,1161.0,Group 70
INC0002756,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,0,0,True,1405.0,Group 70
INC0002757,Closed,Category 55,Subcategory 185,,Medium,Medium,P3,Phone,1,0,True,1172.0,Group 70
INC0002758,Closed,Category 42,Subcategory 224,,Medium,Medium,P3,Phone,0,0,False,16744.0,Group 70
INC0002759,Closed,Category 46,Subcategory 94,Symptom 608,Medium,Medium,P3,Phone,1,0,False,14237.0,Group 33
INC0002760,Closed,Category 53,Subcategory 303,Symptom 387,Medium,Medium,P3,Phone,0,0,False,8014.0,Group 27
INC0002762,Closed,Category 9,Subcategory 164,Symptom 571,Medium,High,P2,Phone,1,0,False,6951.0,Group 28
INC0002763,Closed,Category 23,Subcategory 3,,Medium,Medium,P3,Phone,3,0,False,6505.0,Group 70
INC0002764,Closed,Category 20,Subcategory 125,Symptom 6,Medium,Medium,P3,Phone,1,0,False,6493.0,Group 70
INC0002767,Closed,Category 24,Subcategory 164,Symptom 134,Medium,Medium,P3,Phone,2,0,False,3642.0,Group 24
INC0002768,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0002769,Closed,Category 22,Subcategory 277,Symptom 387,Medium,Medium,P3,Phone,1,0,False,85730.0,Group 75
INC0002770,Closed,Category 24,Subcategory 164,Symptom 571,Medium,Medium,P3,Phone,1,0,False,27979.0,Group 25
INC0002771,Closed,Category 40,Subcategory 44,Symptom 4,Medium,Medium,P3,Phone,0,0,True,2.0,Group 70
INC0002772,Closed,Category 45,Subcategory 88,Symptom 486,Low,Low,P4,Phone,0,0,True,14.0,Group 31
INC0002773,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0002774,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0002776,Closed,Category 51,Subcategory 6,Symptom 208,Medium,Medium,P3,Phone,8,0,False,23599.0,Group 56
INC0002777,Closed,Category 32,Subcategory 9,Symptom 4,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0002780,Closed,Category 42,Subcategory 31,,Medium,High,P2,Phone,8,0,False,9649.0,Group 39
INC0002782,Closed,Category 32,Subcategory 9,Symptom 4,Medium,Medium,P3,Phone,0,0,False,17392.0,Group 70
INC0002783,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,1,0,False,3461.0,Group 39
INC0002789,Closed,Category 45,Subcategory 223,,Medium,High,P2,Phone,1,0,False,3322.0,Group 55
INC0002794,Closed,Category 42,Subcategory 224,Symptom 470,Medium,Medium,P3,Phone,2,0,False,17612.0,Group 39
INC0002802,Closed,Category 45,Subcategory 200,,Medium,Medium,P3,Phone,1,0,False,3245.0,Group 39
INC0002804,Closed,Category 45,Subcategory 223,Symptom 240,High,Medium,P2,Phone,6,0,False,36543.0,Group 70
INC0002805,Closed,Category 53,Subcategory 168,Symptom 580,Medium,Medium,P3,Phone,3,0,False,16402.0,Group 23
INC0002807,Closed,Category 53,Subcategory 153,Symptom 470,Medium,Medium,P3,Phone,2,0,False,13056.0,Group 51
INC0002808,Closed,Category 9,Subcategory 164,Symptom 4,Low,Low,P4,Phone,6,0,True,19446.0,Group 70
INC0002809,Closed,Category 42,Subcategory 224,Symptom 6,Medium,Medium,P3,Phone,4,0,False,5977.0,Group 39
INC0002810,Closed,Category 45,Subcategory 200,Symptom 607,Low,Low,P4,Phone,5,0,True,5942.0,Group 30
INC0002814,Closed,Category 45,Subcategory 200,Symptom 607,Low,Low,P4,Phone,1,0,True,2970.0,Group 57
INC0002818,Closed,Category 20,Subcategory 103,Symptom 387,Medium,Medium,P3,Phone,1,0,False,14710.0,Group 70
INC0002819,Closed,Category 55,Subcategory 149,Symptom 74,Medium,Medium,P3,Phone,0,0,True,118.0,Group 24
INC0002820,Closed,Category 45,Subcategory 200,Symptom 607,Low,Low,P4,Phone,1,0,True,14437.0,Group 55
INC0002822,Closed,Category 20,Subcategory 103,Symptom 571,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0002823,Closed,Category 32,Subcategory 9,Symptom 4,Low,Low,P4,Phone,0,0,True,,Group 70
INC0002825,Closed,Category 53,Subcategory 303,,Medium,Medium,P3,Phone,0,0,False,3221.0,Group 28
INC0002826,Closed,Category 34,Subcategory 154,Symptom 102,Low,Low,P4,Phone,0,0,True,4520.0,Group 27
INC0002830,Closed,Category 43,Subcategory 105,Symptom 4,Low,Low,P4,Phone,0,0,True,,Group 70
INC0002832,Closed,Category 53,Subcategory 117,Symptom 387,Medium,Medium,P3,Phone,0,0,False,2656.0,Group 24
INC0002833,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,0,0,False,14640.0,
INC0002840,Closed,Category 37,Subcategory 144,,Medium,Medium,P3,Phone,0,0,False,2609.0,Group 46
INC0002841,Closed,Category 53,Subcategory 303,Symptom 4,Medium,Medium,P3,Phone,0,0,False,5990.0,
INC0002842,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,True,2.0,Group 70
INC0002843,Closed,Category 23,Subcategory 75,Symptom 607,Medium,Medium,P3,Phone,0,0,True,10.0,Group 24
INC0002846,Closed,Category 37,Subcategory 135,Symptom 311,Medium,Medium,P3,Phone,9,0,False,25998.0,Group 46
INC0002850,Closed,Category 43,Subcategory 107,Symptom 469,Medium,Medium,P3,Phone,2,0,False,2561.0,Group 57
INC0002851,Closed,Category 13,Subcategory 302,Symptom 208,Medium,Medium,P3,Phone,2,0,False,27168.0,Group 70
INC0002858,Closed,Category 45,Subcategory 200,Symptom 245,Medium,High,P2,Phone,1,0,False,5657.0,Group 57
INC0002870,Closed,Category 55,Subcategory 170,Symptom 426,Medium,Medium,P3,Phone,0,0,True,82.0,Group 70
INC0002871,Closed,Category 35,Subcategory 92,,Medium,Medium,P3,Phone,0,0,True,93.0,Group 70
INC0002873,Closed,Category 20,Subcategory 89,Symptom 248,Medium,Medium,P3,Phone,0,0,True,70.0,Group 70
INC0002874,Closed,Category 19,Subcategory 289,Symptom 471,Medium,Medium,P3,Phone,0,0,True,39.0,Group 70
INC0002877,Closed,Category 45,Subcategory 229,Symptom 245,Low,Low,P4,Phone,0,0,True,2045.0,Group 58
INC0002879,Closed,Category 43,Subcategory 107,Symptom 426,Medium,Medium,P3,Phone,0,0,False,1193.0,Group 70
INC0002880,Closed,Category 53,Subcategory 153,Symptom 607,Medium,Medium,P3,Phone,2,0,False,4953.0,Group 65
INC0002883,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,False,,Group 70
INC0002884,Closed,Category 45,Subcategory 223,Symptom 470,Medium,Medium,P3,Phone,0,0,False,1173.0,Group 70
INC0002885,Closed,Category 40,Subcategory 44,Symptom 7,Medium,Low,P4,Phone,3,0,True,4877.0,Group 54
INC0002886,Closed,Category 63,Subcategory 111,Symptom 4,Medium,Medium,P3,Phone,4,0,False,13901.0,Group 25
INC0002889,Closed,Category 20,Subcategory 103,Symptom 387,Medium,Medium,P3,Phone,5,0,False,12284.0,Group 28
INC0002890,Closed,Category 45,Subcategory 29,Symptom 512,Medium,High,P2,Phone,1,0,False,1889.0,Group 53
INC0002891,Closed,Category 45,Subcategory 229,,Medium,Medium,P3,Phone,2,0,False,123.0,Group 37
INC0002897,Closed,Category 55,Subcategory 170,,Medium,Medium,P3,Phone,0,0,False,37.0,Group 70
INC0002901,Closed,Category 45,Subcategory 223,Symptom 470,Medium,Medium,P3,Phone,0,0,False,11.0,Group 70
INC0002903,Closed,Category 45,Subcategory 107,Symptom 208,Medium,Medium,P3,Phone,3,0,False,3038.0,Group 37
INC0002906,Closed,Category 26,Subcategory 175,Symptom 4,Medium,Medium,P3,Phone,3,0,False,4392.0,Group 70
INC0002907,Closed,Category 20,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,9,0,False,13150.0,Group 27
INC0002915,Closed,Category 45,Subcategory 107,Symptom 469,Medium,High,P2,Phone,2,0,False,7683.0,Group 22
INC0002925,Closed,Category 43,Subcategory 105,Symptom 4,Medium,Medium,P3,Phone,0,0,False,6.0,Group 70
INC0002928,Closed,Category 32,Subcategory 9,Symptom 4,Medium,Medium,P3,Phone,0,0,False,4.0,Group 70
INC0002933,Closed,Category 26,Subcategory 175,Symptom 119,Medium,Medium,P3,Phone,0,0,False,912.0,Group 70
INC0002934,Closed,Category 26,Subcategory 175,Symptom 119,Medium,Medium,P3,Phone,0,0,False,683.0,Group 70
INC0002935,Closed,Category 26,Subcategory 175,Symptom 119,Medium,Medium,P3,Phone,0,0,False,919.0,Group 70
INC0002936,Closed,Category 26,Subcategory 175,Symptom 119,Medium,Medium,P3,Phone,0,0,False,487.0,Group 70
INC0002938,Closed,Category 26,Subcategory 175,Symptom 119,Medium,Medium,P3,Phone,0,0,False,916.0,Group 70
INC0002939,Closed,Category 26,Subcategory 175,Symptom 232,Medium,Medium,P3,Phone,0,0,False,955.0,Group 70
INC0002940,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,0,0,False,505.0,Group 70
INC0002945,Closed,Category 13,Subcategory 302,,Medium,Medium,P3,Phone,4,0,False,23069.0,Group 25
INC0002956,Closed,Category 9,Subcategory 164,Symptom 208,Medium,Medium,P3,Phone,0,0,False,4250.0,Group 28
INC0002958,Closed,Category 45,Subcategory 29,Symptom 257,Medium,Medium,P3,Phone,0,0,False,1301.0,Group 53
INC0002959,Closed,Category 61,Subcategory 164,Symptom 311,Medium,Medium,P3,Phone,0,0,False,132.0,Group 70
INC0002964,Closed,Category 32,Subcategory 9,Symptom 6,Medium,Medium,P3,Phone,1,0,False,253.0,Group 25
INC0002965,Closed,Category 53,Subcategory 20,Symptom 387,Medium,Medium,P3,Phone,0,0,False,5.0,Group 70
INC0002968,Closed,Category 32,Subcategory 9,Symptom 4,Medium,Medium,P3,Phone,0,0,False,10.0,Group 70
INC0002969,Closed,Category 45,Subcategory 200,Symptom 4,Medium,Medium,P3,Phone,0,0,False,4.0,Group 70
INC0002971,Closed,Category 53,Subcategory 117,,Medium,Medium,P3,Phone,1,0,False,1391.0,Group 28
INC0002972,Closed,Category 45,Subcategory 200,Symptom 4,Medium,Medium,P3,Phone,0,0,False,32.0,Group 70
INC0002974,Closed,Category 45,Subcategory 200,Symptom 470,Medium,Medium,P3,Phone,0,0,False,7.0,Group 70
INC0002976,Closed,Category 51,Subcategory 25,Symptom 607,Medium,Medium,P3,Phone,0,0,False,1161.0,Group 54
INC0002977,Closed,Category 55,Subcategory 118,Symptom 208,Medium,Medium,P3,Phone,0,0,False,1079.0,Group 65
INC0002979,Closed,Category 45,Subcategory 200,,Medium,Medium,P3,Phone,0,0,False,7.0,Group 70
INC0002983,Closed,Category 37,Subcategory 144,,Medium,Medium,P3,Phone,0,0,False,2648.0,Group 25
INC0002984,Closed,Category 45,Subcategory 200,Symptom 6,Medium,Medium,P3,Phone,3,0,False,3329.0,Group 70
INC0002985,Closed,Category 53,Subcategory 117,,Medium,Medium,P3,Phone,1,0,False,896.0,Group 24
INC0002986,Closed,Category 26,Subcategory 175,Symptom 7,Medium,Medium,P3,Phone,1,0,False,14293.0,Group 70
INC0002987,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,False,90.0,Group 70
INC0002989,Closed,Category 42,Subcategory 31,,Medium,Medium,P3,Phone,0,0,False,5.0,Group 70
INC0002990,Closed,Category 63,Subcategory 203,Symptom 6,Medium,Medium,P3,Phone,0,0,False,5361.0,Group 25
INC0002991,Closed,Category 53,Subcategory 117,,Medium,Medium,P3,Phone,0,0,False,,Group 70
INC0002992,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,0,0,False,,Group 70
INC0002993,Closed,Category 23,Subcategory 3,Symptom 6,Medium,Medium,P3,Phone,1,0,False,24014.0,Group 20
INC0002994,Closed,Category 32,Subcategory 9,Symptom 4,Medium,Medium,P3,Phone,0,0,False,,Group 70
INC0002996,Closed,Category 23,Subcategory 75,,Medium,Medium,P3,Phone,1,0,False,11253.0,Group 28
INC0002997,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,False,239.0,Group 70
INC0003003,Closed,Category 53,Subcategory 153,Symptom 534,Medium,Medium,P3,Phone,4,0,False,4933.0,Group 51
INC0003005,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,1,0,False,12521.0,Group 70
INC0003006,Closed,Category 53,Subcategory 117,Symptom 387,Medium,Medium,P3,Phone,0,0,False,3733.0,Group 25
INC0003007,Closed,Category 55,Subcategory 185,Symptom 116,Medium,Medium,P3,Phone,4,0,False,14034.0,Group 70
INC0003008,Closed,Category 45,Subcategory 223,,Medium,Medium,P3,Phone,0,0,False,10.0,Group 70
INC0003010,Closed,Category 61,Subcategory 164,Symptom 311,Medium,Medium,P3,Phone,2,0,False,2004.0,Group 73
INC0003012,Closed,Category 20,Subcategory 125,Symptom 6,Medium,Medium,P3,Phone,1,0,False,12604.0,Group 25
INC0003013,Closed,Category 37,Subcategory 135,,Medium,Medium,P3,Phone,2,0,False,12442.0,Group 72
INC0003015,Closed,Category 23,Subcategory 75,,Medium,Medium,P3,Phone,3,0,False,16981.0,Group 70
INC0003016,Closed,Category 24,Subcategory 164,Symptom 134,Medium,Medium,P3,Phone,0,0,False,23842.0,Group 25
INC0003017,Closed,Category 37,Subcategory 135,Symptom 87,Medium,Medium,P3,Phone,1,0,False,21832.0,Group 70
INC0003018,Closed,Category 40,Subcategory 215,Symptom 120,Medium,Medium,P3,Phone,1,0,False,2755.0,Group 70
INC0003020,Closed,Category 40,Subcategory 215,Symptom 571,Medium,Medium,P3,Phone,3,0,False,24890.0,Group 25
INC0003021,Closed,Category 20,Subcategory 125,,Medium,Medium,P3,Phone,0,0,False,6182.0,Group 25
INC0003022,Closed,Category 37,Subcategory 135,,Medium,Medium,P3,Phone,1,0,False,23639.0,Group 48
INC0003023,Closed,Category 55,Subcategory 170,Symptom 486,Medium,High,P2,Phone,0,0,False,302.0,Group 65
INC0003025,Closed,Category 55,Subcategory 170,,Medium,Medium,P3,Phone,0,0,False,11861.0,Group 65
INC0003027,Closed,Category 26,Subcategory 175,Symptom 572,Medium,Medium,P3,Phone,2,0,False,16120.0,Group 70
INC0003029,Closed,Category 61,Subcategory 16,Symptom 473,Medium,Medium,P3,Phone,1,0,False,4881.0,Group 73
INC0003035,Closed,Category 45,Subcategory 223,,Medium,Medium,P3,Phone,1,1,False,1674.0,Group 39
INC0003036,Closed,Category 53,Subcategory 219,Symptom 4,Medium,Medium,P3,Phone,2,0,False,3154.0,Group 31
INC0003037,Closed,Category 45,Subcategory 200,Symptom 4,Medium,Medium,P3,Phone,0,0,False,12.0,Group 70
INC0003038,Closed,Category 45,Subcategory 200,Symptom 4,Medium,Medium,P3,Phone,0,0,False,16.0,Group 70
INC0003040,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,0,0,False,,Group 70
INC0003041,Closed,Category 45,Subcategory 223,,Medium,Medium,P3,Phone,0,0,False,5.0,Group 70
INC0003044,Closed,Category 45,Subcategory 223,Symptom 4,Low,Low,P4,Phone,0,0,True,7.0,Group 70
INC0003045,Closed,Category 26,Subcategory 175,Symptom 119,Medium,Medium,P3,Phone,3,1,False,20231.0,Group 70
INC0003046,Closed,Category 32,Subcategory 9,Symptom 4,Medium,Medium,P3,Phone,0,0,False,5.0,Group 70
INC0003047,Closed,Category 44,Subcategory 54,Symptom 6,Medium,Medium,P3,Phone,4,0,False,2455.0,Group 70
INC0003048,Closed,Category 22,Subcategory 277,Symptom 473,Low,Low,P4,Phone,1,0,False,82244.0,Group 75
INC0003049,Closed,Category 53,Subcategory 100,Symptom 491,Medium,Medium,P3,Phone,2,1,False,14658.0,Group 76
INC0003050,Closed,Category 26,Subcategory 175,Symptom 120,Medium,Medium,P3,Phone,1,0,True,2945.0,Group 70
INC0003052,Closed,Category 45,Subcategory 200,Symptom 6,Low,Low,P4,Phone,0,0,True,6.0,Group 70
INC0003053,Closed,Category 45,Subcategory 29,Symptom 251,Medium,Medium,P3,Phone,0,0,False,62.0,Group 55
INC0003054,Closed,Category 37,Subcategory 135,Symptom 257,Medium,Medium,P3,Phone,2,0,False,4822.0,Group 50
INC0003055,Closed,Category 42,Subcategory 224,Symptom 6,Medium,Medium,P3,Phone,3,0,False,14678.0,Group 70
INC0003056,Closed,Category 40,Subcategory 43,,Medium,Medium,P3,Phone,1,0,False,215.0,Group 30
INC0003057,Closed,Category 23,Subcategory 75,Symptom 4,Low,Low,P4,Phone,2,0,True,4661.0,Group 70
INC0003058,Closed,Category 53,Subcategory 130,,High,High,P1,Phone,0,0,False,15896.0,Group 65
INC0003059,Closed,Category 32,Subcategory 9,Symptom 4,Medium,Medium,P3,Phone,0,0,False,775.0,Group 70
INC0003061,Closed,Category 53,Subcategory 130,,Medium,Medium,P3,Phone,1,0,False,4496.0,Group 76
INC0003062,Closed,Category 45,Subcategory 223,,Medium,Medium,P3,Phone,0,0,False,27.0,Group 70
INC0003063,Closed,Category 45,Subcategory 200,Symptom 470,Medium,Medium,P3,Phone,1,0,False,968.0,Group 70
INC0003064,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,1,0,False,2941.0,Group 70
INC0003065,Closed,Category 61,Subcategory 164,Symptom 114,Medium,Medium,P3,Phone,2,1,False,14417.0,Group 59
INC0003066,Closed,Category 26,Subcategory 175,Symptom 571,Medium,Medium,P3,Phone,4,0,False,14496.0,Group 70
INC0003067,Closed,Category 40,Subcategory 43,Symptom 4,Medium,Medium,P3,Phone,1,0,False,2959.0,Group 70
INC0003069,Closed,Category 45,Subcategory 200,Symptom 6,Medium,Medium,P3,Phone,0,0,False,5.0,Group 70
INC0003071,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,False,23461.0,Group 25
INC0003072,Closed,Category 53,Subcategory 168,Symptom 387,Low,Low,P4,Phone,4,0,True,4501.0,Group 70
INC0003073,Closed,Category 53,Subcategory 168,Symptom 8,Medium,Medium,P3,Phone,3,0,False,11672.0,Group 24
INC0003074,Closed,Category 61,Subcategory 164,Symptom 208,Medium,Medium,P3,Phone,0,0,False,192.0,Group 28
